,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,new_antecedents,new_consequents
131,"frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,['BLENDED WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES']
132,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES'})",frozenset({'AMERICAN DRY GINS'}),0.0018436578171091445,0.0357669616519174,0.0014749262536873156,0.8,22.367010309278353,1.0,0.0014089842152435151,4.821165191740414,0.9570557813077207,0.04081632653061225,0.7925812619502869,0.42061855670103093,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES'],['AMERICAN DRY GINS']
133,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0014749262536873156,0.029129793510324485,0.0014749262536873156,1.0,34.32911392405063,1.0,0.0014319619564744476,inf,0.9723042836041358,0.05063291139240506,1.0,0.5253164556962026,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS'],['BLENDED WHISKIES']
134,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0014749262536873156,1.0,11.394957983193278,1.0,0.0013454895101852576,inf,0.9135893648449038,0.016806722689075626,1.0,0.5084033613445378,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES']
135,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0014749262536873156,1.0,16.337349397590362,1.0,0.0013846468443539474,inf,0.9401772525849335,0.024096385542168676,1.0,0.5120481927710844,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES']
136,"frozenset({'BLENDED WHISKIES', 'AMERICAN DRY GINS'})","frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES'})",0.0018436578171091445,0.008112094395280236,0.0014749262536873156,0.8,98.61818181818182,1.0,0.0014599703274423299,4.9594395280236,0.9916882157369782,0.17391304347826086,0.798364312267658,0.49090909090909096,['BLENDED WHISKIES' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES']
137,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['AMERICAN DRY GINS']
138,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['SINGLE MALT SCOTCH']
139,"frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['BLENDED WHISKIES']
140,"frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['BLENDED WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES']
141,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH'],['AMERICAN DRY GINS']
142,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'AMERICAN DRY GINS'],['SINGLE MALT SCOTCH']
143,"frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES']
144,"frozenset({'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,['STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES']
145,"frozenset({'STRAIGHT BOURBON WHISKIES', 'TEQUILA', 'AMERICAN DRY GINS'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0014749262536873156,0.19358407079646017,0.0011061946902654867,0.75,3.8742857142857146,1.0,0.0008206724619521236,3.225663716814159,0.7429837518463811,0.005703422053231939,0.6899862825788752,0.37785714285714284,['STRAIGHT BOURBON WHISKIES' 'TEQUILA' 'AMERICAN DRY GINS'],['DECANTERS & SPECIALTY PACKAGES']
146,"frozenset({'STRAIGHT BOURBON WHISKIES', 'IMPORTED VODKA - MISC', 'VODKA FLAVORED'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732,['STRAIGHT BOURBON WHISKIES' 'IMPORTED VODKA - MISC' 'VODKA FLAVORED'],['AMERICAN DRY GINS']
147,"frozenset({'STRAIGHT BOURBON WHISKIES', 'IMPORTED VODKA - MISC', 'AMERICAN DRY GINS'})",frozenset({'VODKA FLAVORED'}),0.0011061946902654867,0.1544985250737463,0.0011061946902654867,1.0,6.47255369928401,1.0,0.0009352892421750594,inf,0.8464377999261721,0.007159904534606206,1.0,0.5035799522673031,['STRAIGHT BOURBON WHISKIES' 'IMPORTED VODKA - MISC' 'AMERICAN DRY GINS'],['VODKA FLAVORED']
148,"frozenset({'STRAIGHT BOURBON WHISKIES', 'VODKA FLAVORED', 'AMERICAN DRY GINS'})",frozenset({'IMPORTED VODKA - MISC'}),0.0014749262536873156,0.068952802359882,0.0011061946902654867,0.75,10.877005347593583,1.0,0.001004494391799584,3.724188790560472,0.9094042343673067,0.015957446808510637,0.7314851485148515,0.3830213903743315,['STRAIGHT BOURBON WHISKIES' 'VODKA FLAVORED' 'AMERICAN DRY GINS'],['IMPORTED VODKA - MISC']
149,"frozenset({'IMPORTED VODKA - MISC', 'VODKA FLAVORED', 'AMERICAN DRY GINS'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['IMPORTED VODKA - MISC' 'VODKA FLAVORED' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES']
150,"frozenset({'IMPORTED VODKA - MISC', 'AMERICAN DRY GINS'})","frozenset({'STRAIGHT BOURBON WHISKIES', 'VODKA FLAVORED'})",0.0014749262536873156,0.014749262536873156,0.0011061946902654867,0.75,50.85,1.0,0.0010844406157273258,3.9410029498525074,0.981782373215165,0.07317073170731707,0.7462574850299402,0.4125,['IMPORTED VODKA - MISC' 'AMERICAN DRY GINS'],['STRAIGHT BOURBON WHISKIES' 'VODKA FLAVORED']
151,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS', 'BLENDED WHISKIES'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265,['CANADIAN WHISKIES' 'COFFEE LIQUEURS' 'BLENDED WHISKIES'],['SINGLE MALT SCOTCH']
152,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS', 'SINGLE MALT SCOTCH'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['CANADIAN WHISKIES' 'COFFEE LIQUEURS' 'SINGLE MALT SCOTCH'],['BLENDED WHISKIES']
153,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'COFFEE LIQUEURS'}),0.0014749262536873156,0.008849557522123894,0.0011061946902654867,0.75,84.75,1.0,0.00109314224554259,3.9646017699115044,0.9896602658788773,0.12,0.7477678571428571,0.4375,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['COFFEE LIQUEURS']
154,"frozenset({'COFFEE LIQUEURS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,['COFFEE LIQUEURS' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['CANADIAN WHISKIES']
155,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS'})","frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.003687315634218289,0.0011061946902654867,0.75,203.4,1.0,0.0011007561716309465,3.9852507374631267,0.9965534219596258,0.2727272727272727,0.7490747594374537,0.525,['CANADIAN WHISKIES' 'COFFEE LIQUEURS'],['BLENDED WHISKIES' 'SINGLE MALT SCOTCH']
156,"frozenset({'COFFEE LIQUEURS', 'BLENDED WHISKIES'})","frozenset({'CANADIAN WHISKIES', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.0055309734513274336,0.0011061946902654867,1.0,180.8,1.0,0.001100076356801629,inf,0.9955703211517166,0.2,1.0,0.6,['COFFEE LIQUEURS' 'BLENDED WHISKIES'],['CANADIAN WHISKIES' 'SINGLE MALT SCOTCH']
157,"frozenset({'COFFEE LIQUEURS', 'SINGLE MALT SCOTCH'})","frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['COFFEE LIQUEURS' 'SINGLE MALT SCOTCH'],['CANADIAN WHISKIES' 'BLENDED WHISKIES']
158,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS', 'VODKA FLAVORED'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['CANADIAN WHISKIES' 'COFFEE LIQUEURS' 'VODKA FLAVORED'],['BLENDED WHISKIES']
159,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS', 'BLENDED WHISKIES'})",frozenset({'VODKA FLAVORED'}),0.0011061946902654867,0.1544985250737463,0.0011061946902654867,1.0,6.47255369928401,1.0,0.0009352892421750594,inf,0.8464377999261721,0.007159904534606206,1.0,0.5035799522673031,['CANADIAN WHISKIES' 'COFFEE LIQUEURS' 'BLENDED WHISKIES'],['VODKA FLAVORED']
160,"frozenset({'CANADIAN WHISKIES', 'VODKA FLAVORED', 'BLENDED WHISKIES'})",frozenset({'COFFEE LIQUEURS'}),0.0014749262536873156,0.008849557522123894,0.0011061946902654867,0.75,84.75,1.0,0.00109314224554259,3.9646017699115044,0.9896602658788773,0.12,0.7477678571428571,0.4375,['CANADIAN WHISKIES' 'VODKA FLAVORED' 'BLENDED WHISKIES'],['COFFEE LIQUEURS']
161,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED', 'BLENDED WHISKIES'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,['COFFEE LIQUEURS' 'VODKA FLAVORED' 'BLENDED WHISKIES'],['CANADIAN WHISKIES']
162,"frozenset({'CANADIAN WHISKIES', 'COFFEE LIQUEURS'})","frozenset({'VODKA FLAVORED', 'BLENDED WHISKIES'})",0.0014749262536873156,0.005162241887905605,0.0011061946902654867,0.75,145.28571428571428,1.0,0.0010985807641771303,3.9793510324483776,0.9945839487936976,0.2,0.748702742772424,0.48214285714285715,['CANADIAN WHISKIES' 'COFFEE LIQUEURS'],['VODKA FLAVORED' 'BLENDED WHISKIES']
163,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED'})","frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES'})",0.0014749262536873156,0.004424778761061947,0.0011061946902654867,0.75,169.5,1.0,0.0010996684679040385,3.982300884955752,0.9955686853766619,0.23076923076923078,0.7488888888888889,0.5,['COFFEE LIQUEURS' 'VODKA FLAVORED'],['CANADIAN WHISKIES' 'BLENDED WHISKIES']
164,"frozenset({'COFFEE LIQUEURS', 'BLENDED WHISKIES'})","frozenset({'CANADIAN WHISKIES', 'VODKA FLAVORED'})",0.0011061946902654867,0.00995575221238938,0.0011061946902654867,1.0,100.44444444444444,1.0,0.0010951816900305427,inf,0.991140642303433,0.1111111111111111,1.0,0.5555555555555556,['COFFEE LIQUEURS' 'BLENDED WHISKIES'],['CANADIAN WHISKIES' 'VODKA FLAVORED']
165,"frozenset({'CANADIAN WHISKIES', 'DECANTERS & SPECIALTY PACKAGES', 'BLENDED WHISKIES'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['CANADIAN WHISKIES' 'DECANTERS & SPECIALTY PACKAGES' 'BLENDED WHISKIES'],['STRAIGHT BOURBON WHISKIES']
166,"frozenset({'STRAIGHT BOURBON WHISKIES', 'FLAVORED RUM', 'BLENDED WHISKIES'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325,['STRAIGHT BOURBON WHISKIES' 'FLAVORED RUM' 'BLENDED WHISKIES'],['CANADIAN WHISKIES']
167,"frozenset({'CANADIAN WHISKIES', 'STRAIGHT BOURBON WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'BLENDED WHISKIES'}),0.0014749262536873156,0.029129793510324485,0.0011061946902654867,0.75,25.746835443037973,1.0,0.0010632303930526187,3.883480825958702,0.9625800098473659,0.0375,0.7424990505127231,0.3939873417721519,['CANADIAN WHISKIES' 'STRAIGHT BOURBON WHISKIES' 'SINGLE MALT SCOTCH'],['BLENDED WHISKIES']
168,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0011061946902654867,0.75,8.546218487394958,1.0,0.0009767579467634287,3.6489675516224187,0.8842934515017232,0.012552301255230124,0.7259498787388844,0.38130252100840334,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['STRAIGHT BOURBON WHISKIES']
169,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['CANADIAN WHISKIES']
170,"frozenset({'CANADIAN WHISKIES', 'VODKA FLAVORED', 'BLENDED WHISKIES'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654,['CANADIAN WHISKIES' 'VODKA FLAVORED' 'BLENDED WHISKIES'],['SINGLE MALT SCOTCH']
171,"frozenset({'CANADIAN WHISKIES', 'VODKA FLAVORED', 'SINGLE MALT SCOTCH'})",frozenset({'BLENDED WHISKIES'}),0.0014749262536873156,0.029129793510324485,0.0011061946902654867,0.75,25.746835443037973,1.0,0.0010632303930526187,3.883480825958702,0.9625800098473659,0.0375,0.7424990505127231,0.3939873417721519,['CANADIAN WHISKIES' 'VODKA FLAVORED' 'SINGLE MALT SCOTCH'],['BLENDED WHISKIES']
172,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['VODKA FLAVORED']
173,"frozenset({'VODKA FLAVORED', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'CANADIAN WHISKIES'}),0.0011061946902654867,0.0612094395280236,0.0011061946902654867,1.0,16.337349397590362,1.0,0.0010384851332654605,inf,0.939830195644149,0.018072289156626505,1.0,0.5090361445783133,['VODKA FLAVORED' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['CANADIAN WHISKIES']
174,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED', 'BLENDED WHISKIES'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265,['COFFEE LIQUEURS' 'VODKA FLAVORED' 'BLENDED WHISKIES'],['SINGLE MALT SCOTCH']
175,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED', 'SINGLE MALT SCOTCH'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['COFFEE LIQUEURS' 'VODKA FLAVORED' 'SINGLE MALT SCOTCH'],['BLENDED WHISKIES']
176,"frozenset({'COFFEE LIQUEURS', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'VODKA FLAVORED'}),0.0011061946902654867,0.1544985250737463,0.0011061946902654867,1.0,6.47255369928401,1.0,0.0009352892421750594,inf,0.8464377999261721,0.007159904534606206,1.0,0.5035799522673031,['COFFEE LIQUEURS' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['VODKA FLAVORED']
177,"frozenset({'VODKA FLAVORED', 'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'COFFEE LIQUEURS'}),0.0011061946902654867,0.008849557522123894,0.0011061946902654867,1.0,113.0,1.0,0.0010964053567233142,inf,0.9922480620155039,0.125,1.0,0.5625,['VODKA FLAVORED' 'BLENDED WHISKIES' 'SINGLE MALT SCOTCH'],['COFFEE LIQUEURS']
178,"frozenset({'COFFEE LIQUEURS', 'VODKA FLAVORED'})","frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH'})",0.0014749262536873156,0.003687315634218289,0.0011061946902654867,0.75,203.4,1.0,0.0011007561716309465,3.9852507374631267,0.9965534219596258,0.2727272727272727,0.7490747594374537,0.525,['COFFEE LIQUEURS' 'VODKA FLAVORED'],['BLENDED WHISKIES' 'SINGLE MALT SCOTCH']
179,"frozenset({'COFFEE LIQUEURS', 'BLENDED WHISKIES'})","frozenset({'VODKA FLAVORED', 'SINGLE MALT SCOTCH'})",0.0011061946902654867,0.008849557522123894,0.0011061946902654867,1.0,113.0,1.0,0.0010964053567233142,inf,0.9922480620155039,0.125,1.0,0.5625,['COFFEE LIQUEURS' 'BLENDED WHISKIES'],['VODKA FLAVORED' 'SINGLE MALT SCOTCH']
180,"frozenset({'COFFEE LIQUEURS', 'SINGLE MALT SCOTCH'})","frozenset({'VODKA FLAVORED', 'BLENDED WHISKIES'})",0.0014749262536873156,0.005162241887905605,0.0011061946902654867,0.75,145.28571428571428,1.0,0.0010985807641771303,3.9793510324483776,0.9945839487936976,0.2,0.748702742772424,0.48214285714285715,['COFFEE LIQUEURS' 'SINGLE MALT SCOTCH'],['VODKA FLAVORED' 'BLENDED WHISKIES']
181,"frozenset({'STRAIGHT BOURBON WHISKIES', 'DECANTERS & SPECIALTY PACKAGES', 'BLENDED WHISKIES'})",frozenset({'SCOTCH WHISKIES'}),0.0018436578171091445,0.13827433628318583,0.0014749262536873156,0.8,5.7856000000000005,1.0,0.0012199956926932415,4.308628318584072,0.828684891023273,0.010638297872340425,0.7679075738125802,0.4053333333333334,"['STRAIGHT BOURBON WHISKIES' 'DECANTERS & SPECIALTY PACKAGES'
 'BLENDED WHISKIES']",['SCOTCH WHISKIES']
182,"frozenset({'STRAIGHT BOURBON WHISKIES', 'SCOTCH WHISKIES', 'BLENDED WHISKIES'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0018436578171091445,0.19358407079646017,0.0014749262536873156,0.8,4.132571428571429,1.0,0.0011180234682956118,4.0320796460177,0.7594200221647581,0.007604562737642585,0.7519890260631001,0.40380952380952384,['STRAIGHT BOURBON WHISKIES' 'SCOTCH WHISKIES' 'BLENDED WHISKIES'],['DECANTERS & SPECIALTY PACKAGES']
183,"frozenset({'DECANTERS & SPECIALTY PACKAGES', 'TEQUILA', 'BLENDED WHISKIES'})",frozenset({'SCOTCH WHISKIES'}),0.0011061946902654867,0.13827433628318583,0.0011061946902654867,1.0,7.232,1.0,0.0009532363536690422,inf,0.8626799557032115,0.008,1.0,0.504,['DECANTERS & SPECIALTY PACKAGES' 'TEQUILA' 'BLENDED WHISKIES'],['SCOTCH WHISKIES']
184,"frozenset({'BLENDED WHISKIES', 'TEQUILA', 'SCOTCH WHISKIES'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0011061946902654867,0.19358407079646017,0.0011061946902654867,1.0,5.1657142857142855,1.0,0.0008920530190304643,inf,0.8073089700996677,0.005714285714285714,1.0,0.5028571428571429,['BLENDED WHISKIES' 'TEQUILA' 'SCOTCH WHISKIES'],['DECANTERS & SPECIALTY PACKAGES']
185,"frozenset({'STRAIGHT BOURBON WHISKIES', 'TEQUILA', 'BLENDED WHISKIES'})",frozenset({'DECANTERS & SPECIALTY PACKAGES'}),0.0014749262536873156,0.19358407079646017,0.0011061946902654867,0.75,3.8742857142857146,1.0,0.0008206724619521236,3.225663716814159,0.7429837518463811,0.005703422053231939,0.6899862825788752,0.37785714285714284,['STRAIGHT BOURBON WHISKIES' 'TEQUILA' 'BLENDED WHISKIES'],['DECANTERS & SPECIALTY PACKAGES']
186,"frozenset({'DECANTERS & SPECIALTY PACKAGES', 'TEQUILA', 'BLENDED WHISKIES'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['DECANTERS & SPECIALTY PACKAGES' 'TEQUILA' 'BLENDED WHISKIES'],['STRAIGHT BOURBON WHISKIES']
187,"frozenset({'IMPORTED VODKA - MISC', 'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES'})",frozenset({'IMPORTED VODKA'}),0.0011061946902654867,0.0866519174041298,0.0011061946902654867,1.0,11.540425531914893,1.0,0.0010103407993317147,inf,0.9143595422665189,0.01276595744680851,1.0,0.5063829787234042,['IMPORTED VODKA - MISC' 'STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES'],['IMPORTED VODKA']
188,"frozenset({'IMPORTED VODKA - MISC', 'BLENDED WHISKIES', 'IMPORTED VODKA'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0011061946902654867,0.08775811209439528,0.0011061946902654867,1.0,11.394957983193278,1.0,0.0010091171326389431,inf,0.9132521225544481,0.012605042016806723,1.0,0.5063025210084033,['IMPORTED VODKA - MISC' 'BLENDED WHISKIES' 'IMPORTED VODKA'],['STRAIGHT BOURBON WHISKIES']
189,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'IMPORTED VODKA'})",frozenset({'IMPORTED VODKA - MISC'}),0.0011061946902654867,0.068952802359882,0.0011061946902654867,1.0,14.502673796791443,1.0,0.0010299194664160597,inf,0.932078257659653,0.0160427807486631,1.0,0.5080213903743316,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'IMPORTED VODKA'],['IMPORTED VODKA - MISC']
